     0          18729  6.947164e-310
0.014142136          18221  6.947164e-310
0.028284271          17550 1.5491464e-316
0.042426407          17130 1.5491464e-316
0.056568542          16738              0
0.070710678          16078              0
0.084852814          15365              0
0.098994949          14839              0
0.11313708          14345              0
0.12727922          13945              0
0.14142136          13430              0
0.15556349          12744              0
0.16970563          12484              0
0.18384776          12293              0
0.1979899          11562              0
0.21213203          10890              0
0.22627417          10630              0
0.24041631          10521              0
0.25455844          10390              0
0.26870058          10219              0
0.28284271           9887              0
0.29698485           9368              0
0.31112698           8880              0
0.32526912           8606              0
0.33941125           8350              0
0.35355339           7950              0
0.36769553           7479              0
0.38183766           6895              0
0.3959798           6484              0
0.41012193           6258              0
0.42426407           6044              0
0.4384062           5858              0
0.45254834           5617              0
0.46669048           5343              0
0.48083261           5213              0
0.49497475           5111              0
0.50911688           4899              0
0.52325902           4653              0
0.53740115           4518              0
0.55154329           4344              0
0.56568542           4075              0
0.57982756           3715              0
0.5939697           3370              0
0.60811183           3132              0
0.62225397           3037              0
0.6363961           2822              0
0.65053824           2671              0
0.66468037           2493              0
0.67882251           2119              0
0.69296465           1887              0
0.70710678           1873              0
0.72124892           1833              0
0.73539105           1711              0
0.74953319           1539              0
0.76367532           1369              0
0.77781746           1256              0
0.79195959           1184              0
0.80610173           1149              0
0.82024387           1068              0
0.834386            927              0
0.84852814            797              0
0.86267027            673              0
0.87681241            566              0
0.89095454            483              0
0.90509668            417              0
0.91923882            344              0
0.93338095            275              0
0.94752309            227              0
0.96166522            195              0
0.97580736            152              0
0.98994949             81 2.8458181e-321
