      1.6487213      1.6322341      1.6157468      1.5992596      1.5827724      1.5662852       1.549798      1.5333108      1.5168236      1.5003364      1.4838491      1.4673619      1.4508747      1.4343875      1.4179003      1.4014131      1.3849259      1.3684387      1.3519514      1.3354642       1.318977      1.3024898      1.2860026      1.2695154      1.2530282       1.236541      1.2200537      1.2035665      1.1870793      1.1705921      1.1541049      1.1376177      1.1211305      1.1046433       1.088156      1.0716688      1.0551816      1.0386944      1.0222072        1.00572     0.98923276     0.97274555     0.95625834     0.93977112     0.92328391      0.9067967     0.89030949     0.87382227     0.85733506     0.84084785     0.82436064     0.80787342     0.79138621       0.774899     0.75841178     0.74192457     0.72543736     0.70895015     0.69246293     0.67597572     0.65948851      0.6430013     0.62651408     0.61002687     0.59353966     0.57705244     0.56056523     0.54407802     0.52759081     0.51110359     0.49461638     0.47812917     0.46164196     0.44515474     0.42866753     0.41218032      0.3956931     0.37920589     0.36271868     0.34623147     0.32974425     0.31325704     0.29676983     0.28028262      0.2637954     0.24730819     0.23082098     0.21433377     0.19784655     0.18135934     0.16487213     0.14838491      0.1318977     0.11541049    0.098923276    0.082436064    0.065948851    0.049461638    0.032974425    0.016487213
      1.6652912      1.6490806      1.6327859      1.6164398      1.6000574      1.5836474      1.5672147      1.5507631      1.5342949       1.517812       1.501316      1.4848081      1.4682892      1.4517601      1.4352216      1.4186742      1.4021186      1.3855551      1.3689842      1.3524063      1.3358216      1.3192306      1.3026335      1.2860305      1.2694219      1.2528079      1.2361888      1.2195647      1.2029357      1.1863022      1.1696642      1.1530219      1.1363754      1.1197249      1.1030705      1.0864123      1.0697505      1.0530851      1.0364163      1.0197442      1.0030688     0.98639031     0.96970876     0.95302425     0.93633687     0.91964668     0.90295378     0.88625823      0.8695601     0.85285946     0.83615638     0.81945091     0.80274312     0.78603306     0.76932077     0.75260632     0.73588975     0.71917109      0.7024504      0.6857277     0.66900303     0.65227642     0.63554789     0.61881747     0.60208518     0.58535101     0.56861498     0.55187708     0.53513731     0.51839565     0.50165207     0.48490653     0.46815898     0.45140936     0.43465757     0.41790352     0.40114706     0.38438804     0.36762623      0.3508614     0.33409321     0.31732127     0.30054507     0.28376398     0.26697718      0.2501836     0.23338184     0.21657001     0.19974553     0.18290478      0.1660425     0.14915081     0.13221734     0.11522156    0.098126985    0.080862855    0.063276682    0.044996881     0.02499089              0
      1.6820276      1.6660113      1.6498765       1.633656      1.6173702      1.6010321      1.5846505      1.5682319      1.5517808      1.5353009      1.5187949      1.5022652      1.4857138      1.4691422      1.4525517      1.4359437      1.4193192       1.402679       1.386024       1.369355      1.3526726      1.3359775      1.3192702      1.3025512       1.285821      1.2690801      1.2523288      1.2355676      1.2187968      1.2020168      1.1852278      1.1684303      1.1516244      1.1348105      1.1179887      1.1011595      1.0843229      1.0674793      1.0506288      1.0337716       1.016908      1.0000381     0.98316215     0.96628026     0.94939262     0.93249939     0.91560072     0.89869676     0.88178765     0.86487353     0.84795451     0.83103073     0.81410231     0.79716934     0.78023193      0.7632902     0.74634422     0.72939408     0.71243986     0.69548165     0.67851949     0.66155346      0.6445836     0.62760996     0.61063256     0.59365144     0.57666659     0.55967802     0.54268571     0.52568963     0.50868971      0.4916859     0.47467809     0.45766614     0.44064989     0.42362913     0.40660359     0.38957296     0.37253682     0.35549468     0.33844592     0.32138975     0.30432521     0.28725107     0.27016574      0.2530672     0.23595277     0.21881891     0.20166079     0.18447175     0.16724229      0.1499585     0.13259929     0.11513144    0.097500246    0.079611688    0.061298142    0.042258316    0.021992253              0
      1.6989323      1.6830602      1.6670528      1.6509377      1.6347352      1.6184602      1.6021235      1.5857332      1.5692956      1.5528157      1.5362974      1.5197442      1.5031586       1.486543      1.4698995      1.4532297      1.4365354      1.4198177      1.4030779      1.3863171      1.3695364      1.3527366      1.3359186      1.3190831      1.3022309      1.2853626      1.2684788      1.2515801      1.2346671      1.2177403      1.2008001       1.183847      1.1668814      1.1499038      1.1329145       1.115914      1.0989024      1.0818803      1.0648479      1.0478055      1.0307535       1.013692     0.99662146     0.97954202     0.96245397     0.94535754     0.92825296     0.91114045     0.89402023     0.87689249     0.85975742     0.84261521     0.82546603     0.80831006     0.79114744     0.77397832     0.75680285     0.73962115     0.72243334     0.70523954     0.68803984     0.67083434      0.6536231      0.6364062     0.61918369     0.60195559     0.58472193      0.5674827     0.55023789     0.53298743     0.51573127     0.49846928     0.48120133     0.46392722     0.44664672     0.42935951     0.41206522     0.39476339     0.37745341     0.36013459     0.34280603     0.32546661     0.30811496     0.29074934     0.27336752     0.25596668     0.23854314     0.22109205     0.20360698     0.18607915     0.16849641      0.1508416     0.13308989     0.11520465    0.097130872     0.07878551    0.060045884    0.040745986    0.020719807              0
      1.7160069      1.7002446      1.6843369      1.6683067      1.6521728        1.63595      1.6196499      1.6032817      1.5868527      1.5703689      1.5538351      1.5372554      1.5206333      1.5039718      1.4872734      1.4705404      1.4537748      1.4369784      1.4201527      1.4032992      1.3864192      1.3695139      1.3525844      1.3356318      1.3186568      1.3016605      1.2846436       1.267607      1.2505512      1.2334771      1.2163852      1.1992762      1.1821505      1.1650088      1.1478516      1.1306794      1.1134926      1.0962916       1.079077      1.0618491      1.0446084      1.0273551      1.0100896     0.99281241      0.9755237     0.95822384     0.94091313     0.92359187     0.90626033     0.88891878     0.87156747     0.85420666     0.83683657     0.81945743     0.80206944     0.78467281     0.76726771     0.74985433     0.73243282     0.71500333       0.697566     0.68012095     0.66266828     0.64520807      0.6277404     0.61026532     0.59278284     0.57529298     0.55779571     0.54029096     0.52277865     0.50525863     0.48773073     0.47019471     0.45265026     0.43509698     0.41753441     0.39996195     0.38237886     0.36478425     0.34717699     0.32955571     0.31191869      0.2942638     0.27658833     0.25888887     0.24116104      0.2233992     0.20559593     0.18774145      0.1698226     0.15182159     0.13371402     0.11546641    0.097033083    0.078353596    0.059353898    0.039959938     0.02014099              0
       1.733253      1.7175743      1.7017434      1.6857794      1.6696993      1.6535171      1.6372445      1.6208911      1.6044647       1.587972      1.5714185       1.554809      1.5381475      1.5214375       1.504682      1.4878838      1.4710452      1.4541684      1.4372554      1.4203078      1.4033274      1.3863155      1.3692735      1.3522027      1.3351042       1.317979      1.3008283      1.2836529      1.2664538      1.2492317      1.2319875      1.2147219      1.1974357      1.1801294      1.1628037      1.1454594      1.1280968      1.1107167      1.0933194      1.0759056      1.0584758      1.0410303      1.0235696      1.0060943      0.9886046       0.971101     0.95358387     0.93605357     0.91851045     0.90095483     0.88338705      0.8658074     0.84821618     0.83061366     0.81300011     0.79537577     0.77774087     0.76009565     0.74244029     0.72477498      0.7070999     0.68941519     0.67172099     0.65401741     0.63630454     0.61858244     0.60085115     0.58311068     0.56536101     0.54760206     0.52983374     0.51205588     0.49426827     0.47647064     0.45866262     0.44084376      0.4230135     0.40517115     0.38731585     0.36944656     0.35156199     0.33366055     0.31574031     0.29779884     0.27983313     0.26183942     0.24381297     0.22574777     0.20763611     0.18946811     0.17123098     0.15290814      0.1344782     0.11591388    0.097181455    0.078241895    0.059056177    0.039598877    0.019884214              0
      1.7506725      1.7350564      1.7192828      1.7033683      1.6873279      1.6711747        1.65492      1.6385733       1.622143      1.6056359      1.5890581      1.5724147      1.5557102      1.5389486      1.5221333      1.5052674      1.4883537      1.4713947      1.4543925      1.4373493       1.420267      1.4031471      1.3859914      1.3688013      1.3515781      1.3343232      1.3170376      1.2997227      1.2823793      1.2650085      1.2476112      1.2301884      1.2127408      1.1952693      1.1777746      1.1602575      1.1427187      1.1251588      1.1075784      1.0899782      1.0723588      1.0547206      1.0370644      1.0193905      1.0016994     0.98399172      0.9662678     0.94852811     0.93077307     0.91300307      0.8952185     0.87741972     0.85960709     0.84178093     0.82394157     0.80608929     0.78822438     0.77034711     0.75245771     0.73455642     0.71664343     0.69871894      0.6807831     0.66283606     0.64487792     0.62690877     0.60892865      0.5909376     0.57293559     0.55492255     0.53689837     0.51886288     0.50081585     0.48275696     0.46468583     0.44660194     0.42850469      0.4103933     0.39226684     0.37412415     0.35596385     0.33778422     0.31958316     0.30135812     0.28310593     0.26482272     0.24650367     0.22814279     0.20973263      0.1912639     0.17272505      0.1541018     0.13537677     0.11652946    0.097536961    0.078376355    0.059030037    0.039495182     0.01979699              0
      1.7682671       1.752696      1.7369632      1.7210831      1.7050693      1.6889338      1.6726873      1.6563393       1.639898      1.6233706      1.6067632      1.5900814      1.5733301      1.5565134      1.5396352      1.5226989      1.5057076      1.4886641      1.4715708      1.4544301       1.437244      1.4200147      1.4027437      1.3854329      1.3680838      1.3506979      1.3332764      1.3158208      1.2983322      1.2808117      1.2632605      1.2456796      1.2280699      1.2104324       1.192768      1.1750775      1.1573616      1.1396213      1.1218572        1.10407      1.0862605      1.0684292      1.0505768      1.0327038      1.0148109     0.99689866     0.97896752     0.96101802     0.94305066     0.92506589     0.90706417     0.88904592     0.87101154     0.85296143     0.83489596     0.81681546     0.79872028     0.78061071     0.76248705     0.74434956     0.72619849     0.70803405     0.68985643     0.67166581     0.65346232     0.63524606     0.61701711      0.5987755     0.58052121     0.56225419     0.54397433     0.52568144     0.50737529     0.48905555      0.4707218     0.45237351     0.43401002     0.41563054     0.39723405     0.37881938     0.36038505     0.34192931     0.32345001     0.30494454     0.28640978     0.26784188      0.2492362      0.2305871     0.21188772     0.19312983     0.17430353     0.15539723     0.13639763     0.11729024    0.098060574    0.078696526    0.059192438    0.039554823    0.019808564              0
      1.7860384      1.7704973      1.7547907      1.7389317      1.7229324      1.7068038      1.6905562      1.6741986      1.6577392      1.6411851      1.6245427      1.6078177      1.5910152      1.5741397      1.5571952      1.5401855      1.5231138      1.5059832      1.4887964      1.4715561      1.4542645      1.4369238       1.419536      1.4021029      1.3846264      1.3671081      1.3495495       1.331952       1.314317      1.2966458      1.2789396      1.2611996      1.2434269      1.2256225      1.2077874      1.1899227      1.1720291      1.1541077      1.1361591      1.1181843      1.1001839      1.0821588      1.0641097      1.0460371      1.0279419      1.0098245     0.99168561     0.97352582     0.95534567     0.93714569     0.91892639     0.90068826     0.88243175     0.86415732     0.84586539     0.82755634     0.80923057     0.79088843     0.77253024     0.75415631     0.73576693     0.71736235     0.69894279     0.68050845     0.66205951     0.64359607     0.62511825     0.60662608     0.58811958     0.56959869     0.55106332     0.53251328     0.51394834     0.49536816     0.47677232     0.45816028     0.43953138     0.42088477     0.40221948     0.38353427     0.36482769     0.34609797     0.32734302     0.30856029     0.28974676     0.27089882     0.25201216     0.23308168     0.21410135     0.19506416     0.17596203     0.15678596     0.13752628     0.11817331    0.098718569     0.07915674    0.059488367    0.039723109    0.019882444              0
      1.8039884      1.7884639      1.7727708      1.7569207      1.7409246      1.7247929       1.708535      1.6921598      1.6756751       1.659088      1.6424049      1.6256316      1.6087734      1.5918349      1.5748205       1.557734      1.5405789      1.5233585      1.5060757      1.4887334       1.471334        1.45388      1.4363734      1.4188164      1.4012109      1.3835586      1.3658613      1.3481206      1.3303379      1.3125148      1.2946525      1.2767523      1.2588155      1.2408432      1.2228366      1.2047967      1.1867246      1.1686211      1.1504873      1.1323241      1.1141322      1.0959126       1.077666      1.0593932      1.0410949      1.0227718      1.0044246     0.98605401     0.96766054     0.94924484     0.93080747     0.91234899     0.89386991     0.87537073     0.85685194     0.83831397     0.81975726     0.80118221     0.78258918     0.76397854     0.74535059     0.72670564     0.70804394     0.68936573     0.67067119     0.65196049     0.63323375     0.61449102     0.59573235      0.5769577     0.55816699     0.53936004     0.52053663     0.50169645     0.48283906     0.46396394     0.44507044     0.42615772     0.40722482     0.38827054     0.36929347     0.35029189     0.33126381     0.31220684     0.29311817     0.27399449     0.25483196     0.23562611     0.21637185     0.19706342     0.17769448     0.15825832     0.13874823     0.11915814    0.099483661      0.0797235    0.059881183    0.039966804    0.019998105              0
