     0          14497 6.9505672e-310
0.014142136          13236 6.9505672e-310
0.028284271          13579 1.8964121e-316
0.042426407          13039 1.8964121e-316
0.056568542          12692              0
0.070710678          12052              0
0.084852814          11963              0
0.098994949          11960              0
0.11313708          11768              0
0.12727922          11655              0
0.14142136          11099              0
0.15556349          10948              0
0.16970563          10777              0
0.18384776          10383              0
0.1979899           9923              0
0.21213203           9527              0
0.22627417           9349              0
0.24041631           9278              0
0.25455844           8504              0
0.26870058           8491              0
0.28284271           7897              0
0.29698485           7275              0
0.31112698           7029              0
0.32526912           6834              0
0.33941125           6371              0
0.35355339           6159              0
0.36769553           5877              0
0.38183766           5712              0
0.3959798           5398              0
0.41012193           5016              0
0.42426407           4837              0
0.4384062           4346              0
0.45254834           4075              0
0.46669048           3946              0
0.48083261           3772              0
0.49497475           3456              0
0.50911688           3356              0
0.52325902           3166              0
0.53740115           3083              0
0.55154329           2970              0
0.56568542           2835              0
0.57982756           2678              0
0.5939697           2580              0
0.60811183           2570              0
0.62225397           2333              0
0.6363961           2059              0
0.65053824           1878              0
0.66468037           1751              0
0.67882251           1651              0
0.69296465           1534              0
0.70710678           1363              0
0.72124892           1196              0
0.73539105           1114              0
0.74953319           1047              0
0.76367532           1007              0
0.77781746            940              0
0.79195959            866              0
0.80610173            824              0
0.82024387            706              0
0.834386            677              0
0.84852814            673              0
0.86267027            693              0
0.87681241            624              0
0.89095454            473              0
0.90509668            405              0
0.91923882            337              0
0.93338095            258              0
0.94752309            178              0
0.96166522             89              0
0.97580736             94              0
0.98994949             53 2.8458181e-321
