     0          17826          17978
0.014142136          13051          12793
0.028284271           8866           8637
0.042426407           6231           6380
0.056568542           4827           4884
0.070710678           4031           3828
0.084852814           3418           3435
0.098994949           2842           3023
0.11313708           2492           2614
0.12727922           2188           2430
0.14142136           2017           2206
0.15556349           1876           1989
0.16970563           1485           1837
0.18384776           1334           1553
0.1979899           1197           1521
0.21213203           1123           1470
0.22627417           1021           1374
0.24041631            939           1286
0.25455844            973           1109
0.26870058            865            934
0.28284271            791            811
0.29698485            803            680
0.31112698            717            556
0.32526912            717            570
0.33941125            648            540
0.35355339            567            444
0.36769553            448            397
0.38183766            386            293
0.3959798            376            284
0.41012193            359            311
0.42426407            292            268
0.4384062            288            253
0.45254834            250            193
0.46669048            235            166
0.48083261            203            140
0.49497475            164            116
0.50911688            206            121
0.52325902            195            134
0.53740115            167            119
0.55154329            161             94
0.56568542            148             70
0.57982756            137             73
0.5939697            139             47
0.60811183            107             28
0.62225397             63             24
0.6363961             37             14
0.65053824             12             37
0.66468037             19             23
0.67882251             17             18
0.69296465             21             20
0.70710678             17             15
0.72124892             37              8
0.73539105             59              8
0.74953319             44              0
0.76367532             29              0
0.77781746             22              0
0.79195959             23              0
0.80610173             48              0
0.82024387             51              0
0.834386             66              0
0.84852814             90              0
0.86267027             96              0
0.87681241             83              0
0.89095454             55              0
0.90509668             44              0
0.91923882             40              0
0.93338095             35              0
0.94752309             23              0
0.96166522             11              0
0.97580736              7              0
0.98994949              1 2.8458181e-321
