     0          14621 6.9451908e-310
0.014142136          13470 6.9451908e-310
0.028284271          13932 1.0005232e-316
0.042426407          13559 1.0005232e-316
0.056568542          13352              0
0.070710678          12749              0
0.084852814          12859              0
0.098994949          12962              0
0.11313708          12986              0
0.12727922          13018              0
0.14142136          12696              0
0.15556349          12785              0
0.16970563          12794              0
0.18384776          12554              0
0.1979899          12192              0
0.21213203          11812              0
0.22627417          12015              0
0.24041631          12081              0
0.25455844          11336              0
0.26870058          11359              0
0.28284271          10712              0
0.29698485          10176              0
0.31112698           9984              0
0.32526912          10012              0
0.33941125           9584              0
0.35355339           9320              0
0.36769553           8948              0
0.38183766           8771              0
0.3959798           8555              0
0.41012193           8103              0
0.42426407           8049              0
0.4384062           7657              0
0.45254834           7447              0
0.46669048           7455              0
0.48083261           7366              0
0.49497475           7152              0
0.50911688           7114              0
0.52325902           6747              0
0.53740115           6784              0
0.55154329           6248              0
0.56568542           6078              0
0.57982756           5745              0
0.5939697           5665              0
0.60811183           5511              0
0.62225397           5275              0
0.6363961           5110              0
0.65053824           4933              0
0.66468037           4786              0
0.67882251           4403              0
0.69296465           4165              0
0.70710678           3809              0
0.72124892           3529              0
0.73539105           3511              0
0.74953319           3448              0
0.76367532           3261              0
0.77781746           2956              0
0.79195959           2755              0
0.80610173           2756              0
0.82024387           2554              0
0.834386           2413              0
0.84852814           2248              0
0.86267027           2174              0
0.87681241           1936              0
0.89095454           1607              0
0.90509668           1363              0
0.91923882           1155              0
0.93338095            991              0
0.94752309            683              0
0.96166522            523              0
0.97580736            403              0
0.98994949            254 2.8458181e-321
