      1.6487213      1.6323973      1.6160733      1.5997494      1.5834254      1.5671014      1.5507774      1.5344535      1.5181295      1.5018055      1.4854815      1.4691576      1.4528336      1.4365096      1.4201856      1.4038617      1.3875377      1.3712137      1.3548897      1.3385658      1.3222418      1.3059178      1.2895939      1.2732699      1.2569459      1.2406219       1.224298       1.207974        1.19165       1.175326      1.1590021      1.1426781      1.1263541      1.1100302      1.0937062      1.0773822      1.0610582      1.0447343      1.0284103      1.0120863     0.99576235     0.97943838     0.96311441     0.94679045     0.93046648     0.91414251     0.89781849     0.88149452     0.86517056     0.84884659     0.83252262      0.8161986     0.79987463     0.78355067      0.7672267     0.75090273     0.73457876     0.71825479     0.70193083     0.68560686     0.66928289     0.65295892     0.63663495     0.62031098     0.60398702     0.58766305     0.57133908     0.55501511     0.53869114     0.52236718     0.50604321     0.48971914     0.47339517     0.45707121     0.44074724     0.42442327      0.4080993     0.39177533     0.37545136      0.3591274     0.34280343     0.32647946     0.31015549     0.29383152     0.27750756     0.26118359     0.24485962     0.22853565     0.21221168     0.19588772     0.17956375     0.16323968     0.14691571     0.13059174     0.11426778    0.097943809    0.081619841    0.065295872    0.048971904    0.032647936    0.016323968
      1.6651263      1.6490746      1.6329404      1.6167557      1.6005357      1.5842884      1.5680191       1.551731      1.5354268      1.5191083      1.5027769      1.4864338      1.4700799      1.4537161       1.437343      1.4209613      1.4045715       1.388174      1.3717692      1.3553576      1.3389393      1.3225149      1.3060844      1.2896482      1.2732065      1.2567596      1.2403076      1.2238507      1.2073891      1.1909229      1.1744524      1.1579777      1.1414989      1.1250162      1.1085296      1.0920393      1.0755454      1.0590481      1.0425474      1.0260434      1.0095363     0.99302605     0.97651285     0.95999673      0.9434778     0.92695611     0.91043174     0.89390479     0.87737531     0.86084336     0.84430902     0.82777232     0.81123335     0.79469216     0.77814879     0.76160329     0.74505572     0.72850611      0.7119545     0.69540093     0.67884544     0.66228805     0.64572879     0.62916768     0.61260475     0.59604001     0.57947346     0.56290511     0.54633495     0.52976298     0.51318916     0.49661346     0.48003587     0.46345634     0.44687479     0.43029113     0.41370526     0.39711703     0.38052628     0.36393282     0.34733637     0.33073663     0.31413319     0.29752557     0.28091311     0.26429502     0.24767023     0.23103735     0.21439453     0.19773919     0.18106774     0.16437496      0.1476531     0.13088988     0.11406499    0.097142279    0.080051703    0.062642279    0.044546097    0.024740819              0
      1.6816946      1.6658342      1.6498579      1.6337975      1.6176731      1.6014975      1.5852793      1.5690248      1.5527385       1.536424       1.520084      1.5037207      1.4873362      1.4709318      1.4545091      1.4380691       1.421613      1.4051415      1.3886556      1.3721559      1.3556431      1.3391179      1.3225807       1.306032      1.2894724      1.2729023       1.256322       1.239732      1.2231326      1.2065242       1.189907      1.1732814      1.1566476       1.140006      1.1233567         1.1067      1.0900361      1.0733653      1.0566877      1.0400037      1.0233133      1.0066167     0.98991419     0.97320585     0.95649187      0.9397724     0.92304758     0.90631758     0.88958253     0.87284255     0.85609777     0.83934831     0.82259429     0.80583582     0.78907301     0.77230594     0.75553472     0.73875942     0.72198013     0.70519693     0.68840988     0.67161904     0.65482447     0.63802621      0.6212243     0.60441877     0.58760964     0.57079691     0.55398058     0.53716062       0.520337     0.50350965     0.48667852      0.4698435     0.45300445     0.43616121     0.41931356     0.40246124     0.38560393     0.36874122     0.35187261     0.33499749     0.31811509     0.30122444     0.28432431     0.26741314     0.25048893     0.23354901     0.21658988     0.19960677     0.18259305     0.16553933     0.14843184      0.1312497     0.11396001    0.096508616    0.078802415    0.060675443    0.041829388    0.021769242              0
      1.6984278      1.6827099      1.6668594      1.6509034      1.6348618      1.6187491       1.602576      1.5863504      1.5700785      1.5537651      1.5374142       1.521029      1.5046122       1.488166      1.4716924      1.4551932      1.4386698      1.4221236      1.4055557      1.3889674      1.3723594      1.3557328      1.3390884      1.3224268      1.3057488      1.2890551      1.2723463      1.2556228      1.2388853      1.2221342      1.2053701      1.1885933      1.1718042      1.1550034      1.1381911      1.1213678      1.1045337      1.0876892      1.0708346      1.0539703      1.0370964      1.0202134      1.0033213     0.98642061     0.96951143     0.95259403     0.93566862     0.91873544     0.90179468     0.88484654     0.86789121     0.85092887     0.83395969     0.81698385     0.80000148     0.78301275     0.76601779     0.74901673     0.73200969     0.71499679     0.69797812     0.68095378     0.66392385      0.6468884     0.62984748     0.61280115     0.59574943     0.57869232     0.56162984     0.54456193     0.52748856     0.51040964     0.49332507     0.47623469     0.45913832      0.4420357     0.42492654     0.40781046     0.39068698     0.37355552     0.35641537     0.33926564     0.32210524     0.30493278     0.28774654     0.27054433     0.25332332     0.23607989     0.21880923     0.20150495     0.18415837     0.16675746     0.14928522     0.13171708     0.11401675     0.09612976    0.077973899    0.059427691    0.040326768    0.020506763              0
      1.7153274      1.6997182      1.6839665      1.6680948      1.6521215      1.6360612      1.6199251      1.6037223      1.5874599      1.5711438      1.5547788      1.5383689      1.5219175      1.5054275      1.4889013      1.4723413      1.4557494      1.4391272      1.4224764      1.4057984      1.3890944      1.3723656      1.3556132       1.338838       1.322041      1.3052231      1.2883851      1.2715276      1.2546515      1.2377573      1.2208457      1.2039173      1.1869727      1.1700123      1.1530367      1.1360464      1.1190417      1.1020232      1.0849913      1.0679464      1.0508888       1.033819      1.0167372     0.99964385     0.98253923     0.96542367     0.94829745     0.93116088     0.91401421     0.89685773     0.87969166     0.86251627     0.84533177     0.82813839     0.81093634      0.7937258     0.77650698     0.75928003     0.74204513     0.72480242     0.70755204     0.69029411     0.67302875     0.65575605     0.63847609     0.62118893      0.6038946     0.58659313     0.56928452     0.55196872     0.53464568     0.51731529     0.49997742     0.48263188     0.46527843     0.44791675     0.43054646     0.41316707       0.395778     0.37837852     0.36096771     0.34354448     0.32610745     0.30865492     0.29118476      0.2736943     0.25618016     0.23863799      0.2210622     0.20344544     0.18577803     0.16804693     0.15023452     0.13231664     0.11426013    0.096019782    0.077535729    0.058734654    0.039543232    0.019931041              0
      1.7323952       1.716869      1.7011936      1.6853879      1.6694684      1.6534489      1.6373409      1.6211537       1.604895      1.5885715      1.5721884      1.5557504      1.5392615      1.5227251      1.5061442      1.4895214      1.4728592      1.4561595      1.4394243      1.4226554      1.4058542      1.3890222      1.3721607       1.355271      1.3383542      1.3214113      1.3044433      1.2874512      1.2704357      1.2533978      1.2363383      1.2192577      1.2021569      1.1850364       1.167897      1.1507392      1.1335636      1.1163707      1.0991611      1.0819352      1.0646935      1.0474365      1.0301647      1.0128784     0.99557799     0.97826397     0.96093666     0.94359642     0.92624359      0.9088785     0.89150147     0.87411279     0.85671275     0.83930163     0.82187969     0.80444716     0.78700429      0.7695513     0.75208838     0.73461573     0.71713351     0.69964189     0.68214101     0.66463098     0.64711191     0.62958387     0.61204693      0.5945011     0.57694639     0.55938276     0.54181015     0.52422844     0.50663746       0.489037     0.47142677     0.45380641     0.43617547     0.41853339     0.40087946     0.38321284     0.36553249     0.34783712     0.33012516     0.31239468     0.29464328     0.27686797     0.25906502     0.24122973     0.22335613     0.20543661     0.18746136     0.16941772     0.15128928     0.13305483     0.11468737    0.096153506    0.077414585    0.058431964    0.039180468    0.019674167              0
      1.7496328       1.734169      1.7185509      1.7027947      1.6869153      1.6709253      1.6548359      1.6386565      1.6223951      1.6060586      1.5896528      1.5731828       1.556653      1.5400672      1.5234289      1.5067411      1.4900064      1.4732273       1.456406      1.4395446      1.4226447      1.4057082      1.3887365      1.3717311      1.3546934      1.3376245      1.3205257       1.303398      1.2862425      1.2690601      1.2518517      1.2346183      1.2173607      1.2000796      1.1827757      1.1654499      1.1481028      1.1307349      1.1133471      1.0959397      1.0785135       1.061069      1.0436066      1.0261269      1.0086304     0.99111758     0.97358881     0.95604457     0.93848524     0.92091124     0.90332293     0.88572068     0.86810483     0.85047571     0.83283363     0.81517888     0.79751175     0.77983251     0.76214138     0.74443861     0.72672441     0.70899895     0.69126243     0.67351497     0.65575671     0.63798775     0.62020815     0.60241796     0.58461719     0.56680581     0.54898374     0.53115086     0.51330699     0.49545189     0.47758526     0.45970667     0.44181565     0.42391155     0.40599362     0.38806091     0.37011229     0.35214636     0.33416141     0.31615538     0.29812571     0.28006928     0.26198222     0.24385977     0.22569599      0.2074835     0.18921309     0.17087332     0.15245004     0.13392605     0.11528102    0.096492286    0.077537142    0.058398152    0.039072509    0.019585161              0
      1.7670419      1.7516233      1.7360462      1.7203249      1.7044726      1.6885011      1.6724209      1.6562413      1.6399703       1.623615      1.6071814       1.590675      1.5741004      1.5574619      1.5407631      1.5240075       1.507198      1.4903373       1.473428      1.4564722       1.439472      1.4224293       1.405346      1.3882236      1.3710637      1.3538677      1.3366369      1.3193727      1.3020761      1.2847483      1.2673903      1.2500032       1.232588      1.2151454      1.1976765      1.1801819      1.1626626      1.1451192      1.1275525      1.1099632      1.0923519      1.0747192      1.0570658      1.0393923      1.0216992      1.0039871     0.98625647      0.9685078     0.95074159      0.9329583     0.91515836     0.89734219      0.8795102     0.86166276     0.84380025       0.825923     0.80803135     0.79012561     0.77220605     0.75427296     0.73632657     0.71836711     0.70039479     0.68240978     0.66441223     0.64640227     0.62837998     0.61034543     0.59229863     0.57423956     0.55616815     0.53808428     0.51998776     0.50187835      0.4837557      0.4656194      0.4474689     0.42930356     0.41112256     0.39292491     0.37470941     0.35647461     0.33821876     0.31993972     0.30163492     0.28330122     0.26493484     0.24653115     0.22808457     0.20958832      0.1910342     0.17241243     0.15371152     0.13491829      0.1160184    0.096997476    0.077843546    0.058550993    0.039126258    0.019593969              0
      1.7846243       1.769236      1.7536858      1.7379862      1.7221491      1.7061855      1.6901054      1.6739175      1.6576299      1.6412497      1.6247829      1.6082353      1.5916118      1.5749168      1.5581543      1.5413279      1.5244408      1.5074961      1.4904963      1.4734441      1.4563417      1.4391912      1.4219946      1.4047537      1.3874702      1.3701457      1.3527817      1.3353797      1.3179409      1.3004666       1.282958      1.2654163      1.2478426      1.2302377      1.2126028      1.1949388      1.1772465      1.1595269      1.1417806      1.1240086      1.1062116      1.0883902      1.0705453      1.0526773      1.0347871      1.0168752     0.99894217     0.98098861     0.96301505     0.94502203     0.92701003     0.90897955     0.89093103     0.87286492     0.85478162     0.83668155     0.81856507     0.80043254     0.78228428     0.76412061     0.74594182     0.72774815     0.70953986     0.69131714     0.67308019     0.65482913      0.6365641     0.61828516     0.59999235     0.58168566     0.56336504     0.54503036     0.52668145     0.50831805     0.48993982     0.47154632     0.45313702     0.43471124     0.41626816     0.39780676     0.37932584     0.36082394     0.34229931     0.32374984     0.30517303     0.28656586     0.26792476     0.24924544     0.23052285       0.211751     0.19292295      0.1740307     0.15506531     0.13601721      0.1168768    0.097635681    0.078288577    0.058836018     0.03928756    0.019664459              0
      1.8023816      1.7870107      1.7714747      1.7557849      1.7399521      1.7239866      1.7078975      1.6916935      1.6753822      1.6589708      1.6424653      1.6258716      1.6091947      1.5924392      1.5756093      1.5587089      1.5417413      1.5247098      1.5076172      1.4904663      1.4732596      1.4559992      1.4386875      1.4213263      1.4039176      1.3864632      1.3689646      1.3514234      1.3338412      1.3162193       1.298559      1.2808615      1.2631282      1.2453601      1.2275583      1.2097239      1.1918579      1.1739611      1.1560346      1.1380791      1.1200956      1.1020849      1.0840476      1.0659847      1.0478967      1.0297844      1.0116484     0.99348943     0.97530801     0.95710475     0.93888022     0.92063496     0.90236948     0.88408427     0.86577981     0.84745653     0.82911487     0.81075522     0.79237795     0.77398342     0.75557196     0.73714385     0.71869938     0.70023878     0.68176226        0.66327     0.64476214     0.62623878     0.60769997     0.58914573     0.57057601      0.5519907     0.53338965     0.51477259     0.49613921     0.47748907     0.45882165     0.44013625     0.42143209     0.40270816     0.38396327     0.36519602     0.34640471     0.32758732     0.30874151     0.28986446      0.2709529     0.25200302     0.23301037     0.21396991     0.19487591     0.17572211     0.15650183     0.13720844      0.1178359    0.098379879    0.078839065    0.059216946    0.039523508    0.019776306              0
