         164965          20495           6278           2123            885             94              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
          21058          15036           7417           3009            835            253            231              9              0              0              0              0              0              0              0              0              0              0              0              0              0              0
           5339           5830           3347           1865            484             94             21              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
           1618           2588           1153            868            164             97             83              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
            633            649            284            241             97              4              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
            312            213              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
             10             57             14              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
